External ID,Created by,Order By,Purchase Order Date,Particulars,Vendor,Vendor,Type of Expense,Nature of Document,Place of Supply,Subsidiary,Terms,Approval status,Branch,Line of business,Division,Department,Currency,Ship to,Item,Rate,Quantity,Amount,Project,HSN or SAC code,India Tax Nature,Nexus,Nexus Override ,Vendor Tax Reg number,Subsidiary tax reg number,Vendor Select
A/2025/PO/000869,,,24-02-2025,Sanil Thombare Advance-CR,SanilThombareAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000868,,,24-02-2025,Sameer Doshi Advance A/C-CR,SameerDoshiAdvanceA/C,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000867,,,24-02-2025,Anita Singh Advance A/c-CR,AnitaSinghAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000866,,,24-02-2025,Santosh Bhogal Cash Advance A/c-CR,SantoshBhogalCashAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000865,,,24-02-2025,Padmakar Jadhav Advance-CR,PadmakarJadhavAdvance,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000864,,,24-02-2025,Padmakar Jadhav Advance-CR,PadmakarJadhavAdvance,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000863,,,24-02-2025,Sachin Jadhav Advance-CR,SachinJadhavAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000862,,,24-02-2025,Santosh Bhogal Cash Advance A/c-CR,SantoshBhogalCashAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000861,,,24-02-2025,Santosh Singh Advance-CR,SantoshSinghAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000860,,,24-02-2025,Rutika Dhotre Advance A/c-CR,RutikaDhotreAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000859,,,24-02-2025,Harshal Ghadigaonkar Advance-CR,HarshalGhadigaonkarAdvance,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000858,,,24-02-2025,Harsh Mudliyar Advance A/c-CR,HarshMudliyarAdvanceA/c,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000857,,,24-02-2025,Adil Jala Advance A/c-CR,AdilJalaAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000836,,,24-02-2025,Santosh Bhogal Cash Advance A/c-CR,SantoshBhogalCashAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000832,,,24-02-2025,Sudhakar Sawant  Advance A/C-CR,SudhakarSawantAdvanceA/C,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000823,,,24-02-2025,Rajaram Shinde Cash Advance-CR,RajaramShindeCashAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000795,,,24-02-2025,The Indian Performing Right Society Ltd.-Mum,TheIndianPerformingRightSocietyLtd.,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000796,,,24-02-2025,Phonographic Performance Limited-Mum,PhonographicPerformanceLimited,12256  Phonographic Performance Ltd,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000797,,,24-02-2025,Novex Communications Pvt. Ltd.-Mum,NovexCommunicationsPvt.Ltd.,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000798,,,24-02-2025,KG Movie-Mum,KGMovie,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000799,,,24-02-2025,Black Hat Talent Solutions & Consulting Pvt Ltd-Mum,BlackHatTalentSolutions&ConsultingPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000800,,,24-02-2025,Omkara Securitas Pvt Ltd-Mum,OmkaraSecuritasPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000801,,,24-02-2025,Emblaze Events (Sunita Harihar Sharma)-Mum,EmblazeEvents(SunitaHariharSharma),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000802,,,24-02-2025,Alishan Trophies And Gifts-Mum,AlishanTrophiesAndGifts,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000803,,,24-02-2025,Login Enterprises-Mum,LoginEnterprises,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000804,,,24-02-2025,Black Hat Talent Solutions & Consulting Pvt Ltd-Mum,BlackHatTalentSolutions&ConsultingPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000805,,,24-02-2025,Bappa Creation-Mum,BappaCreation,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000806,,,24-02-2025,Metro Enterprises (Viral Hirabhai Patel)-Mum,MetroEnterprises(ViralHirabhaiPatel),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000807,,,24-02-2025,Metro Enterprises (Viral Hirabhai Patel)-Mum,MetroEnterprises(ViralHirabhaiPatel),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000808,,,24-02-2025,Black Hat Talent Solutions & Consulting Pvt Ltd-Mum,BlackHatTalentSolutions&ConsultingPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000809,,,24-02-2025,Metro Enterprises (Viral Hirabhai Patel)-Mum,MetroEnterprises(ViralHirabhaiPatel),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000810,,,24-02-2025,Shivam Gift & Novelties-Mum,ShivamGift&Novelties,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000811,,,24-02-2025,Pyramid Production-Mum,PyramidProduction,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000812,,,24-02-2025,Emblaze Events (Sunita Harihar Sharma)-Mum,EmblazeEvents(SunitaHariharSharma),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000813,,,24-02-2025,Emblaze Events (Sunita Harihar Sharma)-Mum,EmblazeEvents(SunitaHariharSharma),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000814,,,24-02-2025,(cancelled),#N/A,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000815,,,24-02-2025,Noaman Digital Partnership Firm-Mum,NoamanDigitalPartnershipFirm,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000816,,,24-02-2025,Noaman Digital Partnership Firm-Mum,NoamanDigitalPartnershipFirm,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000817,,,24-02-2025,Fabrile Productions-Mum,FabrileProductions,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000818,,,24-02-2025,Videowaves-Mum,Videowaves,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000819,,,24-02-2025,M K Interior-Mum,MKInterior,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000820,,,24-02-2025,Mahendra Kamble-Mum,MahendraKamble,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000821,,,24-02-2025,Kalasiddha Creations-Mum,KalasiddhaCreations,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000822,,,24-02-2025,A A Furniture(Abbas Abdul Hussain Ujjainwala)-Mum,AAFurniture(AbbasAbdulHussainUjjainwala),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000824,,,24-02-2025,Right Angle Productions LLP-Mum,RightAngleProductionsLLP,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000825,,,24-02-2025,Sound Decisions.Com-Mum,SoundDecisions.Com,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000826,,,24-02-2025,Oriana Communications-Mum,OrianaCommunications,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000827,,,24-02-2025,Videowaves-Mum,Videowaves,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000828,,,24-02-2025,Shree Vision-Mum,ShreeVision,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000829,,,24-02-2025,Shiv Shakti Enterprises-Mum,ShivShaktiEnterprises,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000830,,,24-02-2025,Events Power-Mum,EventsPower,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000831,,,24-02-2025,Mahendra Kamble-Mum,MahendraKamble,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000833,,,24-02-2025,The Indian Performing Right Society Ltd.-Mum,TheIndianPerformingRightSocietyLtd.,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000834,,,24-02-2025,Phonographic Performance Limited-Mum,PhonographicPerformanceLimited,12256  Phonographic Performance Ltd,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000835,,,24-02-2025,Novex Communications Pvt. Ltd.-Mum,NovexCommunicationsPvt.Ltd.,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000837,,,24-02-2025,Wheel Deal-Mum,WheelDeal,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000838,,,24-02-2025,Om Screen Art Events-Mum,OmScreenArtEvents,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000839,,,24-02-2025,Woodcraft Production-Mum,WoodcraftProduction,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000840,,,24-02-2025,A A Furniture(Abbas Abdul Hussain Ujjainwala)-Mum,AAFurniture(AbbasAbdulHussainUjjainwala),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000841,,,24-02-2025,Rentastic-Mum,Rentastic,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000842,,,24-02-2025,Celebrity Decorator (Ashok Dudhnath Chawan)-Mum,CelebrityDecorator(AshokDudhnathChawan),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000843,,,24-02-2025,Global Production Services-Mum,GlobalProductionServices,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000844,,,24-02-2025,Shiv Shakti Enterprises-Mum,ShivShaktiEnterprises,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000845,,,24-02-2025,Om Audio Visual India-Niral Mehul Mehta-Mum,OmAudioVisualIndia,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000846,,,24-02-2025,Bizzaro Event-Mum,BizzaroEvent,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000847,,,24-02-2025,Vinit Video Vision-Mum,VinitVideoVision,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000848,,,24-02-2025,Sudesh Patankar-Mum,SudeshPatankar,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000849,,,24-02-2025,A S Teleprompters-Mum,ASTeleprompters,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000850,,,24-02-2025,Aditya Sawant Photography-Mum,AdityaSawantPhotography,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000851,,,24-02-2025,Oriana Communications-Mum,OrianaCommunications,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000852,,,24-02-2025,Shree Vision-Mum,ShreeVision,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000853,,,24-02-2025,Ultimate Source-Mum,UltimateSource,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000854,,,24-02-2025,The Westin Mumbai Powai Lake (Chalet Hotels Ltd)-Mum,TheWestinMumbaiPowaiLake(ChaletHotelsLtd),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000855,,,24-02-2025,"JW Marriott, Chandigarh (Lok Priya Buildwell Pvt Ltd)-Mum","JWMarriott,Chandigarh(LokPriyaBuildwellPvtLtd)",Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000856,,,24-02-2025,Rentastic-Mum,Rentastic,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
C/2025/PO/000151,,,25-02-2025,Brijesh L Advance A/c-CR,BrijeshLAdvanceA/c,,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000152,,,25-02-2025,Clinton J Advance for Expense-CR,ClintonJAdvanceforExpense,,,,,,,,Chennai,,,,,,,,,,,,,,,,,
A/2025/PO/Gen/0018,,,25-02-2025,Dell International Services India Pvt Ltd (CR)-Mum,DellInternationalServicesIndiaPvtLtd(CR),Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000901,,,25-02-2025,Padmakar Jadhav Advance-CR,PadmakarJadhavAdvance,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000886,,,25-02-2025,Raj Ansari Advance A/C-CR,RajAnsariAdvanceA/C,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000882,,,25-02-2025,Abhishek Jadhav Advance A/c-CR,AbhishekJadhavAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000880,,,25-02-2025,Mahendra Mane Advance-CR,MahendraManeAdvance,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000870,,,25-02-2025,Noaman Digital Partnership Firm-Mum,NoamanDigitalPartnershipFirm,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000888,,,25-02-2025,Omar Khan Advance A/c-CR,OmarKhanAdvanceA/c,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000887,,,25-02-2025,Mehraan Shaikh Advance A/c-CR,MehraanShaikhAdvanceA/c,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000877,,,25-02-2025,Hemanshu Sawant Advance A/c-CR,HemanshuSawantAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000876,,,25-02-2025,Mahendra Mane Advance-CR,MahendraManeAdvance,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000875,,,25-02-2025,Suresh Pardhle Advance A/c-CR,SureshPardhleAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000879,,,25-02-2025,Sanil Thombare Advance-CR,SanilThombareAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000885,,,25-02-2025,Suresh Pardhle Advance A/c-CR,SureshPardhleAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000884,,,25-02-2025,Padmakar Jadhav Advance-CR,PadmakarJadhavAdvance,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000883,,,25-02-2025,Padmakar Jadhav Advance-CR,PadmakarJadhavAdvance,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000878,,,25-02-2025,Padmakar Jadhav Advance-CR,PadmakarJadhavAdvance,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000873,,,25-02-2025,Mahendra Mane Advance-CR,MahendraManeAdvance,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000871,,,25-02-2025,Navin Enterprises-Mum,NavinEnterprises,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000872,,,25-02-2025,Noaman Digital Partnership Firm-Mum,NoamanDigitalPartnershipFirm,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000874,,,25-02-2025,Yash Shah-Mum,YashShah,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000881,,,25-02-2025,Musafir.Com India Pvt Ltd-Mum,Musafir.ComIndiaPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000889,,,25-02-2025,Blushfox Studios LLP-Mum,BlushfoxStudiosLLP,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000890,,,25-02-2025,Noaman Digital Partnership Firm-Mum,NoamanDigitalPartnershipFirm,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000891,,,25-02-2025,Noaman Digital Partnership Firm-Mum,NoamanDigitalPartnershipFirm,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000892,,,25-02-2025,Emblaze Events (Sunita Harihar Sharma)-Mum,EmblazeEvents(SunitaHariharSharma),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000893,,,25-02-2025,Emblaze Events (Sunita Harihar Sharma)-Mum,EmblazeEvents(SunitaHariharSharma),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000894,,,25-02-2025,Osho Creation-Mum,OshoCreation,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000895,,,25-02-2025,A. J. Creation-Mum,A.J.Creation,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000896,,,25-02-2025,Noaman Digital Partnership Firm-Mum,NoamanDigitalPartnershipFirm,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000897,,,25-02-2025,Sound Decisions.Com-Mum,SoundDecisions.Com,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000898,,,25-02-2025,Om Screen Art Events-Mum,OmScreenArtEvents,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000899,,,25-02-2025,UPS Rental Service (I) Pvt Ltd-Mum,UPSRentalService(I)PvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000900,,,25-02-2025,Reliance Industries Ltd-Mum,RelianceIndustriesLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000929,,,26-02-2025,Ghanshyam Asolkar Advance-CR,GhanshyamAsolkarAdvance,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000928,,,26-02-2025,Santosh Singh Advance-CR,SantoshSinghAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000927,,,26-02-2025,Harish Aawade Advance-CR,HarishAawadeAdvance,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000926,,,26-02-2025,Sanil Thombare Advance-CR,SanilThombareAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000925,,,26-02-2025,Abhimanyu Awate Advance-CR,AbhimanyuAwateAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000924,,,26-02-2025,PARESH SURVE ADV FOR EXPENCES-CR,PARESHSURVEADVFOREXPENCES,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000921,,,26-02-2025,Pritam Amberkar Advance A/c-CR,PritamAmberkarAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000918,,,26-02-2025,Nikhita Vora Advance A/c-CR,NikhitaVoraAdvanceA/c,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000907,,,26-02-2025,Sudhakar Sawant  Advance A/C-CR,SudhakarSawantAdvanceA/C,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000906,,,26-02-2025,Harsh Mudliyar Advance A/c-CR,HarshMudliyarAdvanceA/c,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000911,,,26-02-2025,Mahendra Mane Advance-CR,MahendraManeAdvance,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000910,,,26-02-2025,Sagar Bamnolikar Advance-CR,SagarBamnolikarAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000909,,,26-02-2025,Ghanshyam Asolkar Advance-CR,GhanshyamAsolkarAdvance,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000908,,,26-02-2025,Sanjay Kathale Cash Advance-CR,SanjayKathaleCashAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000905,,,26-02-2025,Supriya Naik Advance A/c-CR,SupriyaNaikAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000904,,,26-02-2025,Sarita Stokes Advance-CR,SaritaStokesAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000903,,,26-02-2025,Anita Singh Advance A/c-CR,AnitaSinghAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000938,,,26-02-2025,Chahek Poddar Advance A/c-CR,ChahekPoddarAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000937,,,26-02-2025,Neel Khakhar Advance A/c-CR,NeelKhakharAdvanceA/c,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000936,,,26-02-2025,Suresh Pardhle Advance A/c-CR,SureshPardhleAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000935,,,26-02-2025,Aftab Shaikh Advance A/c-CR,AftabShaikhAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000934,,,26-02-2025,Suresh Pardhle Advance A/c-CR,SureshPardhleAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000933,,,26-02-2025,Santosh Singh Advance-CR,SantoshSinghAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000932,,,26-02-2025,Mahendra Mane Advance-CR,MahendraManeAdvance,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000931,,,26-02-2025,Justin Francis Vadakkan Advance A/c-CR,JustinFrancisVadakkanAdvanceA/c,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000930,,,26-02-2025,Harish Aawade Advance-CR,HarishAawadeAdvance,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000902,,,26-02-2025,Aftab Shaikh Advance A/c-CR,AftabShaikhAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000912,,,26-02-2025,Mavone Studios Pvt Ltd-Mum,MavoneStudiosPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000913,,,26-02-2025,Flora Collection (Happay)-Mum,FloraCollection(Happay),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000914,,,26-02-2025,The Indian Performing Right Society Ltd.-Mum,TheIndianPerformingRightSocietyLtd.,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000915,,,26-02-2025,Phonographic Performance Limited-Mum,PhonographicPerformanceLimited,12256  Phonographic Performance Ltd,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000916,,,26-02-2025,Novex Communications Pvt. Ltd.-Mum,NovexCommunicationsPvt.Ltd.,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000917,,,26-02-2025,Rudra Creations-Mum,RudraCreations,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000919,,,26-02-2025,The Indian Performing Right Society Ltd.-Mum,TheIndianPerformingRightSocietyLtd.,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000920,,,26-02-2025,Phonographic Performance Limited-Mum,PhonographicPerformanceLimited,12256  Phonographic Performance Ltd,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000922,,,26-02-2025,Novex Communications Pvt. Ltd.-Mum,NovexCommunicationsPvt.Ltd.,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000923,,,26-02-2025,Aroush Event-Mum,AroushEvent,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000939,,,26-02-2025,Atharva Shinde-Mum,AtharvaShinde,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000940,,,26-02-2025,Alliance International Tours & Travels-Mum,AllianceInternationalTours&Travels,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000941,,,26-02-2025,Trupti Rahate-Mum,TruptiRahate,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000942,,,26-02-2025,Nicobar Design Pvt Ltd (Happay)-Del,NicobarDesignPvtLtd(Happay),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
C/2025/PO/000153,,,27-02-2025,Brand Recall Integrated Services-Che,BrandRecallIntegratedServices,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
A/2025/PO/000943,,,27-02-2025,Sarfaraz Memon Advance-CR,SarfarazMemonAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000944,,,27-02-2025,Shivam Logistics-Mum,ShivamLogistics,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000970,,,27-02-2025,Gulfaam Shaikh Advance A/c-CR,GulfaamShaikhAdvanceA/c,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000967,,,27-02-2025,Justin Francis Vadakkan Advance A/c-CR,JustinFrancisVadakkanAdvanceA/c,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000946,,,27-02-2025,Sikandar Shaikh Adv. A/c-CR,SikandarShaikhAdv.A/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000947,,,27-02-2025,Santosh Singh Advance-CR,SantoshSinghAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000966,,,27-02-2025,Harsh Mudliyar Advance A/c-CR,HarshMudliyarAdvanceA/c,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000965,,,27-02-2025,Padmakar Jadhav Advance-CR,PadmakarJadhavAdvance,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000963,,,27-02-2025,Ashwin Mishra Advance A/c-CR,AshwinMishraAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
